2020-11-08 19:41:10,993 INFO  - START TEST: Фильтрация событий
2020-11-08 19:41:11,444 INFO  - START STEP: *  страница "События" загружена
2020-11-08 19:41:12,941 INFO  - Reflections took 282 ms to scan 1 urls, producing 3 keys and 13 values 
2020-11-08 19:41:13,193 INFO  - START STEP:       страница "class com.tradays.metaquotes.page.EventsPage" загружена
2020-11-08 19:41:40,894 INFO  - STOP STEP:        страница "class com.tradays.metaquotes.page.EventsPage" загружена STATUS: PASSED
2020-11-08 19:41:40,924 INFO  - STOP STEP:  *  страница "События" загружена STATUS: PASSED
2020-11-08 19:41:40,939 INFO  - START STEP: *  установлен язык приложения "English"
2020-11-08 19:41:40,961 INFO  - START STEP:       устанавливается язык приложения "EnglishLanguage(name=English, mapping={Deutsch=Englisch, Русский=English, português=Inglês})"
2020-11-08 19:41:40,990 INFO  - START STEP:             выполнено нажатие на Настройки
2020-11-08 19:41:42,728 INFO  - STOP STEP:              выполнено нажатие на Настройки STATUS: PASSED
2020-11-08 19:41:42,733 INFO  - START STEP:             получено значение поля "Выбранный язык"
2020-11-08 19:41:43,519 INFO  - GET VALUE :                    значение поля [Выбранный язык]: English
2020-11-08 19:41:43,519 INFO  - STOP STEP:              получено значение поля "Выбранный язык" STATUS: PASSED
2020-11-08 19:41:43,519 INFO  - START STEP:             выполнено нажатие на События
2020-11-08 19:41:43,938 INFO  - STOP STEP:              выполнено нажатие на События STATUS: PASSED
2020-11-08 19:41:43,940 INFO  - STOP STEP:        устанавливается язык приложения "EnglishLanguage(name=English, mapping={Deutsch=Englisch, Русский=English, português=Inglês})" STATUS: PASSED
2020-11-08 19:41:43,941 INFO  - STOP STEP:  *  установлен язык приложения "English" STATUS: PASSED
2020-11-08 19:41:43,942 INFO  - START STEP: *  установлен фильтр:
2020-11-08 19:41:43,994 INFO  - START STEP:       устанавливается фильтр: "[FieldValueTable(field=Наименование, value=Medium), FieldValueTable(field=Наименование, value=Switzerland)]"
2020-11-08 19:41:43,995 INFO  - START STEP:             выполнено нажатие на Фильтр
2020-11-08 19:41:45,577 INFO  - STOP STEP:              выполнено нажатие на Фильтр STATUS: PASSED
2020-11-08 19:41:45,577 INFO  - START STEP:             страница "class com.tradays.metaquotes.page.FilterPage" загружена
2020-11-08 19:41:45,728 INFO  - STOP STEP:              страница "class com.tradays.metaquotes.page.FilterPage" загружена STATUS: PASSED
2020-11-08 19:41:45,729 INFO  - START STEP:             unselectedAll
2020-11-08 19:41:45,730 INFO  - START STEP:                   выполнено нажатие на Отметить все важные
